id,conditions,conclusion,priority,category
4529,"{""属性449"": true, ""特征440"": true, ""特征9"": true}",虫变种440,3,general
4530,"{""属性441"": true, ""特征0"": true, ""特征441"": true}",熊变种441,3,general
4531,"{""属性442"": true, ""特征1"": true, ""特征441"": true}",狼变种441,3,general
4532,"{""属性443"": true, ""特征2"": true, ""特征441"": true}",豹变种441,3,general
4533,"{""属性444"": true, ""特征3"": true, ""特征441"": true}",鹿变种441,3,general
4534,"{""属性445"": true, ""特征4"": true, ""特征441"": true}",象变种441,3,general
4535,"{""属性446"": true, ""特征441"": true, ""特征5"": true}",鹰变种441,3,general
4536,"{""属性447"": true, ""特征441"": true, ""特征6"": true}",蛇变种441,3,general
4537,"{""属性448"": true, ""特征441"": true, ""特征7"": true}",鱼变种441,3,general
4538,"{""属性449"": true, ""特征441"": true, ""特征8"": true}",鸟变种441,3,general
4539,"{""属性450"": true, ""特征441"": true, ""特征9"": true}",虫变种441,3,general
4540,"{""属性442"": true, ""特征0"": true, ""特征442"": true}",熊变种442,3,general
4541,"{""属性443"": true, ""特征1"": true, ""特征442"": true}",狼变种442,3,general
4542,"{""属性444"": true, ""特征2"": true, ""特征442"": true}",豹变种442,3,general
4543,"{""属性445"": true, ""特征3"": true, ""特征442"": true}",鹿变种442,3,general
4544,"{""属性446"": true, ""特征4"": true, ""特征442"": true}",象变种442,3,general
4545,"{""属性447"": true, ""特征442"": true, ""特征5"": true}",鹰变种442,3,general
4546,"{""属性448"": true, ""特征442"": true, ""特征6"": true}",蛇变种442,3,general
4547,"{""属性449"": true, ""特征442"": true, ""特征7"": true}",鱼变种442,3,general
4548,"{""属性450"": true, ""特征442"": true, ""特征8"": true}",鸟变种442,3,general
4549,"{""属性451"": true, ""特征442"": true, ""特征9"": true}",虫变种442,3,general
4550,"{""属性443"": true, ""特征0"": true, ""特征443"": true}",熊变种443,3,general
4551,"{""属性444"": true, ""特征1"": true, ""特征443"": true}",狼变种443,3,general
4552,"{""属性445"": true, ""特征2"": true, ""特征443"": true}",豹变种443,3,general
4553,"{""属性446"": true, ""特征3"": true, ""特征443"": true}",鹿变种443,3,general
4554,"{""属性447"": true, ""特征4"": true, ""特征443"": true}",象变种443,3,general
4555,"{""属性448"": true, ""特征443"": true, ""特征5"": true}",鹰变种443,3,general
4556,"{""属性449"": true, ""特征443"": true, ""特征6"": true}",蛇变种443,3,general
4557,"{""属性450"": true, ""特征443"": true, ""特征7"": true}",鱼变种443,3,general
4558,"{""属性451"": true, ""特征443"": true, ""特征8"": true}",鸟变种443,3,general
4559,"{""属性452"": true, ""特征443"": true, ""特征9"": true}",虫变种443,3,general
4560,"{""属性444"": true, ""特征0"": true, ""特征444"": true}",熊变种444,3,general
4561,"{""属性445"": true, ""特征1"": true, ""特征444"": true}",狼变种444,3,general
4562,"{""属性446"": true, ""特征2"": true, ""特征444"": true}",豹变种444,3,general
4563,"{""属性447"": true, ""特征3"": true, ""特征444"": true}",鹿变种444,3,general
4564,"{""属性448"": true, ""特征4"": true, ""特征444"": true}",象变种444,3,general
4565,"{""属性449"": true, ""特征444"": true, ""特征5"": true}",鹰变种444,3,general
4566,"{""属性450"": true, ""特征444"": true, ""特征6"": true}",蛇变种444,3,general
4567,"{""属性451"": true, ""特征444"": true, ""特征7"": true}",鱼变种444,3,general
4568,"{""属性452"": true, ""特征444"": true, ""特征8"": true}",鸟变种444,3,general
4569,"{""属性453"": true, ""特征444"": true, ""特征9"": true}",虫变种444,3,general
4570,"{""属性445"": true, ""特征0"": true, ""特征445"": true}",熊变种445,3,general
4571,"{""属性446"": true, ""特征1"": true, ""特征445"": true}",狼变种445,3,general
4572,"{""属性447"": true, ""特征2"": true, ""特征445"": true}",豹变种445,3,general
4573,"{""属性448"": true, ""特征3"": true, ""特征445"": true}",鹿变种445,3,general
4574,"{""属性449"": true, ""特征4"": true, ""特征445"": true}",象变种445,3,general
4575,"{""属性450"": true, ""特征445"": true, ""特征5"": true}",鹰变种445,3,general
4576,"{""属性451"": true, ""特征445"": true, ""特征6"": true}",蛇变种445,3,general
4577,"{""属性452"": true, ""特征445"": true, ""特征7"": true}",鱼变种445,3,general
4578,"{""属性453"": true, ""特征445"": true, ""特征8"": true}",鸟变种445,3,general
4579,"{""属性454"": true, ""特征445"": true, ""特征9"": true}",虫变种445,3,general
4580,"{""属性446"": true, ""特征0"": true, ""特征446"": true}",熊变种446,3,general
4581,"{""属性447"": true, ""特征1"": true, ""特征446"": true}",狼变种446,3,general
4582,"{""属性448"": true, ""特征2"": true, ""特征446"": true}",豹变种446,3,general
4583,"{""属性449"": true, ""特征3"": true, ""特征446"": true}",鹿变种446,3,general
4584,"{""属性450"": true, ""特征4"": true, ""特征446"": true}",象变种446,3,general
4585,"{""属性451"": true, ""特征446"": true, ""特征5"": true}",鹰变种446,3,general
4586,"{""属性452"": true, ""特征446"": true, ""特征6"": true}",蛇变种446,3,general
4587,"{""属性453"": true, ""特征446"": true, ""特征7"": true}",鱼变种446,3,general
4588,"{""属性454"": true, ""特征446"": true, ""特征8"": true}",鸟变种446,3,general
4589,"{""属性455"": true, ""特征446"": true, ""特征9"": true}",虫变种446,3,general
4590,"{""属性447"": true, ""特征0"": true, ""特征447"": true}",熊变种447,3,general
4591,"{""属性448"": true, ""特征1"": true, ""特征447"": true}",狼变种447,3,general
4592,"{""属性449"": true, ""特征2"": true, ""特征447"": true}",豹变种447,3,general
4593,"{""属性450"": true, ""特征3"": true, ""特征447"": true}",鹿变种447,3,general
4594,"{""属性451"": true, ""特征4"": true, ""特征447"": true}",象变种447,3,general
4595,"{""属性452"": true, ""特征447"": true, ""特征5"": true}",鹰变种447,3,general
4596,"{""属性453"": true, ""特征447"": true, ""特征6"": true}",蛇变种447,3,general
4597,"{""属性454"": true, ""特征447"": true, ""特征7"": true}",鱼变种447,3,general
4598,"{""属性455"": true, ""特征447"": true, ""特征8"": true}",鸟变种447,3,general
4599,"{""属性456"": true, ""特征447"": true, ""特征9"": true}",虫变种447,3,general
4600,"{""属性448"": true, ""特征0"": true, ""特征448"": true}",熊变种448,3,general
4601,"{""属性449"": true, ""特征1"": true, ""特征448"": true}",狼变种448,3,general
4602,"{""属性450"": true, ""特征2"": true, ""特征448"": true}",豹变种448,3,general
4603,"{""属性451"": true, ""特征3"": true, ""特征448"": true}",鹿变种448,3,general
4604,"{""属性452"": true, ""特征4"": true, ""特征448"": true}",象变种448,3,general
4605,"{""属性453"": true, ""特征448"": true, ""特征5"": true}",鹰变种448,3,general
4606,"{""属性454"": true, ""特征448"": true, ""特征6"": true}",蛇变种448,3,general
4607,"{""属性455"": true, ""特征448"": true, ""特征7"": true}",鱼变种448,3,general
4608,"{""属性456"": true, ""特征448"": true, ""特征8"": true}",鸟变种448,3,general
4609,"{""属性457"": true, ""特征448"": true, ""特征9"": true}",虫变种448,3,general
4610,"{""属性449"": true, ""特征0"": true, ""特征449"": true}",熊变种449,3,general
4611,"{""属性450"": true, ""特征1"": true, ""特征449"": true}",狼变种449,3,general
4612,"{""属性451"": true, ""特征2"": true, ""特征449"": true}",豹变种449,3,general
4613,"{""属性452"": true, ""特征3"": true, ""特征449"": true}",鹿变种449,3,general
4614,"{""属性453"": true, ""特征4"": true, ""特征449"": true}",象变种449,3,general
4615,"{""属性454"": true, ""特征449"": true, ""特征5"": true}",鹰变种449,3,general
4616,"{""属性455"": true, ""特征449"": true, ""特征6"": true}",蛇变种449,3,general
4617,"{""属性456"": true, ""特征449"": true, ""特征7"": true}",鱼变种449,3,general
4618,"{""属性457"": true, ""特征449"": true, ""特征8"": true}",鸟变种449,3,general
4619,"{""属性458"": true, ""特征449"": true, ""特征9"": true}",虫变种449,3,general
4620,"{""属性450"": true, ""特征0"": true, ""特征450"": true}",熊变种450,3,general
4621,"{""属性451"": true, ""特征1"": true, ""特征450"": true}",狼变种450,3,general
4622,"{""属性452"": true, ""特征2"": true, ""特征450"": true}",豹变种450,3,general
4623,"{""属性453"": true, ""特征3"": true, ""特征450"": true}",鹿变种450,3,general
4624,"{""属性454"": true, ""特征4"": true, ""特征450"": true}",象变种450,3,general
4625,"{""属性455"": true, ""特征450"": true, ""特征5"": true}",鹰变种450,3,general
4626,"{""属性456"": true, ""特征450"": true, ""特征6"": true}",蛇变种450,3,general
4627,"{""属性457"": true, ""特征450"": true, ""特征7"": true}",鱼变种450,3,general
4628,"{""属性458"": true, ""特征450"": true, ""特征8"": true}",鸟变种450,3,general
4629,"{""属性459"": true, ""特征450"": true, ""特征9"": true}",虫变种450,3,general
4630,"{""属性451"": true, ""特征0"": true, ""特征451"": true}",熊变种451,3,general
4631,"{""属性452"": true, ""特征1"": true, ""特征451"": true}",狼变种451,3,general
4632,"{""属性453"": true, ""特征2"": true, ""特征451"": true}",豹变种451,3,general
4633,"{""属性454"": true, ""特征3"": true, ""特征451"": true}",鹿变种451,3,general
4634,"{""属性455"": true, ""特征4"": true, ""特征451"": true}",象变种451,3,general
4635,"{""属性456"": true, ""特征451"": true, ""特征5"": true}",鹰变种451,3,general
4636,"{""属性457"": true, ""特征451"": true, ""特征6"": true}",蛇变种451,3,general
4637,"{""属性458"": true, ""特征451"": true, ""特征7"": true}",鱼变种451,3,general
4638,"{""属性459"": true, ""特征451"": true, ""特征8"": true}",鸟变种451,3,general
4639,"{""属性460"": true, ""特征451"": true, ""特征9"": true}",虫变种451,3,general
4640,"{""属性452"": true, ""特征0"": true, ""特征452"": true}",熊变种452,3,general
4641,"{""属性453"": true, ""特征1"": true, ""特征452"": true}",狼变种452,3,general
4642,"{""属性454"": true, ""特征2"": true, ""特征452"": true}",豹变种452,3,general
4643,"{""属性455"": true, ""特征3"": true, ""特征452"": true}",鹿变种452,3,general
4644,"{""属性456"": true, ""特征4"": true, ""特征452"": true}",象变种452,3,general
4645,"{""属性457"": true, ""特征452"": true, ""特征5"": true}",鹰变种452,3,general
4646,"{""属性458"": true, ""特征452"": true, ""特征6"": true}",蛇变种452,3,general
4647,"{""属性459"": true, ""特征452"": true, ""特征7"": true}",鱼变种452,3,general
4648,"{""属性460"": true, ""特征452"": true, ""特征8"": true}",鸟变种452,3,general
4649,"{""属性461"": true, ""特征452"": true, ""特征9"": true}",虫变种452,3,general
4650,"{""属性453"": true, ""特征0"": true, ""特征453"": true}",熊变种453,3,general
4651,"{""属性454"": true, ""特征1"": true, ""特征453"": true}",狼变种453,3,general
4652,"{""属性455"": true, ""特征2"": true, ""特征453"": true}",豹变种453,3,general
4653,"{""属性456"": true, ""特征3"": true, ""特征453"": true}",鹿变种453,3,general
4654,"{""属性457"": true, ""特征4"": true, ""特征453"": true}",象变种453,3,general
4655,"{""属性458"": true, ""特征453"": true, ""特征5"": true}",鹰变种453,3,general
4656,"{""属性459"": true, ""特征453"": true, ""特征6"": true}",蛇变种453,3,general
4657,"{""属性460"": true, ""特征453"": true, ""特征7"": true}",鱼变种453,3,general
4658,"{""属性461"": true, ""特征453"": true, ""特征8"": true}",鸟变种453,3,general
4659,"{""属性462"": true, ""特征453"": true, ""特征9"": true}",虫变种453,3,general
4660,"{""属性454"": true, ""特征0"": true, ""特征454"": true}",熊变种454,3,general
4661,"{""属性455"": true, ""特征1"": true, ""特征454"": true}",狼变种454,3,general
4662,"{""属性456"": true, ""特征2"": true, ""特征454"": true}",豹变种454,3,general
4663,"{""属性457"": true, ""特征3"": true, ""特征454"": true}",鹿变种454,3,general
4664,"{""属性458"": true, ""特征4"": true, ""特征454"": true}",象变种454,3,general
4665,"{""属性459"": true, ""特征454"": true, ""特征5"": true}",鹰变种454,3,general
4666,"{""属性460"": true, ""特征454"": true, ""特征6"": true}",蛇变种454,3,general
4667,"{""属性461"": true, ""特征454"": true, ""特征7"": true}",鱼变种454,3,general
4668,"{""属性462"": true, ""特征454"": true, ""特征8"": true}",鸟变种454,3,general
4669,"{""属性463"": true, ""特征454"": true, ""特征9"": true}",虫变种454,3,general
4670,"{""属性455"": true, ""特征0"": true, ""特征455"": true}",熊变种455,3,general
4671,"{""属性456"": true, ""特征1"": true, ""特征455"": true}",狼变种455,3,general
4672,"{""属性457"": true, ""特征2"": true, ""特征455"": true}",豹变种455,3,general
4673,"{""属性458"": true, ""特征3"": true, ""特征455"": true}",鹿变种455,3,general
4674,"{""属性459"": true, ""特征4"": true, ""特征455"": true}",象变种455,3,general
4675,"{""属性460"": true, ""特征455"": true, ""特征5"": true}",鹰变种455,3,general
4676,"{""属性461"": true, ""特征455"": true, ""特征6"": true}",蛇变种455,3,general
4677,"{""属性462"": true, ""特征455"": true, ""特征7"": true}",鱼变种455,3,general
4678,"{""属性463"": true, ""特征455"": true, ""特征8"": true}",鸟变种455,3,general
4679,"{""属性464"": true, ""特征455"": true, ""特征9"": true}",虫变种455,3,general
4680,"{""属性456"": true, ""特征0"": true, ""特征456"": true}",熊变种456,3,general
4681,"{""属性457"": true, ""特征1"": true, ""特征456"": true}",狼变种456,3,general
4682,"{""属性458"": true, ""特征2"": true, ""特征456"": true}",豹变种456,3,general
4683,"{""属性459"": true, ""特征3"": true, ""特征456"": true}",鹿变种456,3,general
4684,"{""属性460"": true, ""特征4"": true, ""特征456"": true}",象变种456,3,general
4685,"{""属性461"": true, ""特征456"": true, ""特征5"": true}",鹰变种456,3,general
4686,"{""属性462"": true, ""特征456"": true, ""特征6"": true}",蛇变种456,3,general
4687,"{""属性463"": true, ""特征456"": true, ""特征7"": true}",鱼变种456,3,general
4688,"{""属性464"": true, ""特征456"": true, ""特征8"": true}",鸟变种456,3,general
4689,"{""属性465"": true, ""特征456"": true, ""特征9"": true}",虫变种456,3,general
4690,"{""属性457"": true, ""特征0"": true, ""特征457"": true}",熊变种457,3,general
4691,"{""属性458"": true, ""特征1"": true, ""特征457"": true}",狼变种457,3,general
4692,"{""属性459"": true, ""特征2"": true, ""特征457"": true}",豹变种457,3,general
4693,"{""属性460"": true, ""特征3"": true, ""特征457"": true}",鹿变种457,3,general
4694,"{""属性461"": true, ""特征4"": true, ""特征457"": true}",象变种457,3,general
4695,"{""属性462"": true, ""特征457"": true, ""特征5"": true}",鹰变种457,3,general
4696,"{""属性463"": true, ""特征457"": true, ""特征6"": true}",蛇变种457,3,general
4697,"{""属性464"": true, ""特征457"": true, ""特征7"": true}",鱼变种457,3,general
4698,"{""属性465"": true, ""特征457"": true, ""特征8"": true}",鸟变种457,3,general
4699,"{""属性466"": true, ""特征457"": true, ""特征9"": true}",虫变种457,3,general
4700,"{""属性458"": true, ""特征0"": true, ""特征458"": true}",熊变种458,3,general
4701,"{""属性459"": true, ""特征1"": true, ""特征458"": true}",狼变种458,3,general
4702,"{""属性460"": true, ""特征2"": true, ""特征458"": true}",豹变种458,3,general
4703,"{""属性461"": true, ""特征3"": true, ""特征458"": true}",鹿变种458,3,general
4704,"{""属性462"": true, ""特征4"": true, ""特征458"": true}",象变种458,3,general
4705,"{""属性463"": true, ""特征458"": true, ""特征5"": true}",鹰变种458,3,general
4706,"{""属性464"": true, ""特征458"": true, ""特征6"": true}",蛇变种458,3,general
4707,"{""属性465"": true, ""特征458"": true, ""特征7"": true}",鱼变种458,3,general
4708,"{""属性466"": true, ""特征458"": true, ""特征8"": true}",鸟变种458,3,general
4709,"{""属性467"": true, ""特征458"": true, ""特征9"": true}",虫变种458,3,general
4710,"{""属性459"": true, ""特征0"": true, ""特征459"": true}",熊变种459,3,general
4711,"{""属性460"": true, ""特征1"": true, ""特征459"": true}",狼变种459,3,general
4712,"{""属性461"": true, ""特征2"": true, ""特征459"": true}",豹变种459,3,general
4713,"{""属性462"": true, ""特征3"": true, ""特征459"": true}",鹿变种459,3,general
4714,"{""属性463"": true, ""特征4"": true, ""特征459"": true}",象变种459,3,general
4715,"{""属性464"": true, ""特征459"": true, ""特征5"": true}",鹰变种459,3,general
4716,"{""属性465"": true, ""特征459"": true, ""特征6"": true}",蛇变种459,3,general
4717,"{""属性466"": true, ""特征459"": true, ""特征7"": true}",鱼变种459,3,general
4718,"{""属性467"": true, ""特征459"": true, ""特征8"": true}",鸟变种459,3,general
4719,"{""属性468"": true, ""特征459"": true, ""特征9"": true}",虫变种459,3,general
4720,"{""属性460"": true, ""特征0"": true, ""特征460"": true}",熊变种460,3,general
4721,"{""属性461"": true, ""特征1"": true, ""特征460"": true}",狼变种460,3,general
4722,"{""属性462"": true, ""特征2"": true, ""特征460"": true}",豹变种460,3,general
4723,"{""属性463"": true, ""特征3"": true, ""特征460"": true}",鹿变种460,3,general
4724,"{""属性464"": true, ""特征4"": true, ""特征460"": true}",象变种460,3,general
4725,"{""属性465"": true, ""特征460"": true, ""特征5"": true}",鹰变种460,3,general
4726,"{""属性466"": true, ""特征460"": true, ""特征6"": true}",蛇变种460,3,general
4727,"{""属性467"": true, ""特征460"": true, ""特征7"": true}",鱼变种460,3,general
4728,"{""属性468"": true, ""特征460"": true, ""特征8"": true}",鸟变种460,3,general
4729,"{""属性469"": true, ""特征460"": true, ""特征9"": true}",虫变种460,3,general
4730,"{""属性461"": true, ""特征0"": true, ""特征461"": true}",熊变种461,3,general
4731,"{""属性462"": true, ""特征1"": true, ""特征461"": true}",狼变种461,3,general
4732,"{""属性463"": true, ""特征2"": true, ""特征461"": true}",豹变种461,3,general
4733,"{""属性464"": true, ""特征3"": true, ""特征461"": true}",鹿变种461,3,general
4734,"{""属性465"": true, ""特征4"": true, ""特征461"": true}",象变种461,3,general
4735,"{""属性466"": true, ""特征461"": true, ""特征5"": true}",鹰变种461,3,general
4736,"{""属性467"": true, ""特征461"": true, ""特征6"": true}",蛇变种461,3,general
4737,"{""属性468"": true, ""特征461"": true, ""特征7"": true}",鱼变种461,3,general
4738,"{""属性469"": true, ""特征461"": true, ""特征8"": true}",鸟变种461,3,general
4739,"{""属性470"": true, ""特征461"": true, ""特征9"": true}",虫变种461,3,general
4740,"{""属性462"": true, ""特征0"": true, ""特征462"": true}",熊变种462,3,general
4741,"{""属性463"": true, ""特征1"": true, ""特征462"": true}",狼变种462,3,general
4742,"{""属性464"": true, ""特征2"": true, ""特征462"": true}",豹变种462,3,general
4743,"{""属性465"": true, ""特征3"": true, ""特征462"": true}",鹿变种462,3,general
4744,"{""属性466"": true, ""特征4"": true, ""特征462"": true}",象变种462,3,general
4745,"{""属性467"": true, ""特征462"": true, ""特征5"": true}",鹰变种462,3,general
4746,"{""属性468"": true, ""特征462"": true, ""特征6"": true}",蛇变种462,3,general
4747,"{""属性469"": true, ""特征462"": true, ""特征7"": true}",鱼变种462,3,general
4748,"{""属性470"": true, ""特征462"": true, ""特征8"": true}",鸟变种462,3,general
4749,"{""属性471"": true, ""特征462"": true, ""特征9"": true}",虫变种462,3,general
4750,"{""属性463"": true, ""特征0"": true, ""特征463"": true}",熊变种463,3,general
4751,"{""属性464"": true, ""特征1"": true, ""特征463"": true}",狼变种463,3,general
4752,"{""属性465"": true, ""特征2"": true, ""特征463"": true}",豹变种463,3,general
4753,"{""属性466"": true, ""特征3"": true, ""特征463"": true}",鹿变种463,3,general
4754,"{""属性467"": true, ""特征4"": true, ""特征463"": true}",象变种463,3,general
4755,"{""属性468"": true, ""特征463"": true, ""特征5"": true}",鹰变种463,3,general
4756,"{""属性469"": true, ""特征463"": true, ""特征6"": true}",蛇变种463,3,general
4757,"{""属性470"": true, ""特征463"": true, ""特征7"": true}",鱼变种463,3,general
4758,"{""属性471"": true, ""特征463"": true, ""特征8"": true}",鸟变种463,3,general
4759,"{""属性472"": true, ""特征463"": true, ""特征9"": true}",虫变种463,3,general
4760,"{""属性464"": true, ""特征0"": true, ""特征464"": true}",熊变种464,3,general
4761,"{""属性465"": true, ""特征1"": true, ""特征464"": true}",狼变种464,3,general
4762,"{""属性466"": true, ""特征2"": true, ""特征464"": true}",豹变种464,3,general
4763,"{""属性467"": true, ""特征3"": true, ""特征464"": true}",鹿变种464,3,general
4764,"{""属性468"": true, ""特征4"": true, ""特征464"": true}",象变种464,3,general
4765,"{""属性469"": true, ""特征464"": true, ""特征5"": true}",鹰变种464,3,general
4766,"{""属性470"": true, ""特征464"": true, ""特征6"": true}",蛇变种464,3,general
4767,"{""属性471"": true, ""特征464"": true, ""特征7"": true}",鱼变种464,3,general
4768,"{""属性472"": true, ""特征464"": true, ""特征8"": true}",鸟变种464,3,general
4769,"{""属性473"": true, ""特征464"": true, ""特征9"": true}",虫变种464,3,general
4770,"{""属性465"": true, ""特征0"": true, ""特征465"": true}",熊变种465,3,general
4771,"{""属性466"": true, ""特征1"": true, ""特征465"": true}",狼变种465,3,general
4772,"{""属性467"": true, ""特征2"": true, ""特征465"": true}",豹变种465,3,general
4773,"{""属性468"": true, ""特征3"": true, ""特征465"": true}",鹿变种465,3,general
4774,"{""属性469"": true, ""特征4"": true, ""特征465"": true}",象变种465,3,general
4775,"{""属性470"": true, ""特征465"": true, ""特征5"": true}",鹰变种465,3,general
4776,"{""属性471"": true, ""特征465"": true, ""特征6"": true}",蛇变种465,3,general
4777,"{""属性472"": true, ""特征465"": true, ""特征7"": true}",鱼变种465,3,general
4778,"{""属性473"": true, ""特征465"": true, ""特征8"": true}",鸟变种465,3,general
4779,"{""属性474"": true, ""特征465"": true, ""特征9"": true}",虫变种465,3,general
4780,"{""属性466"": true, ""特征0"": true, ""特征466"": true}",熊变种466,3,general
4781,"{""属性467"": true, ""特征1"": true, ""特征466"": true}",狼变种466,3,general
4782,"{""属性468"": true, ""特征2"": true, ""特征466"": true}",豹变种466,3,general
4783,"{""属性469"": true, ""特征3"": true, ""特征466"": true}",鹿变种466,3,general
4784,"{""属性470"": true, ""特征4"": true, ""特征466"": true}",象变种466,3,general
4785,"{""属性471"": true, ""特征466"": true, ""特征5"": true}",鹰变种466,3,general
4786,"{""属性472"": true, ""特征466"": true, ""特征6"": true}",蛇变种466,3,general
4787,"{""属性473"": true, ""特征466"": true, ""特征7"": true}",鱼变种466,3,general
4788,"{""属性474"": true, ""特征466"": true, ""特征8"": true}",鸟变种466,3,general
4789,"{""属性475"": true, ""特征466"": true, ""特征9"": true}",虫变种466,3,general
4790,"{""属性467"": true, ""特征0"": true, ""特征467"": true}",熊变种467,3,general
4791,"{""属性468"": true, ""特征1"": true, ""特征467"": true}",狼变种467,3,general
4792,"{""属性469"": true, ""特征2"": true, ""特征467"": true}",豹变种467,3,general
4793,"{""属性470"": true, ""特征3"": true, ""特征467"": true}",鹿变种467,3,general
4794,"{""属性471"": true, ""特征4"": true, ""特征467"": true}",象变种467,3,general
4795,"{""属性472"": true, ""特征467"": true, ""特征5"": true}",鹰变种467,3,general
4796,"{""属性473"": true, ""特征467"": true, ""特征6"": true}",蛇变种467,3,general
4797,"{""属性474"": true, ""特征467"": true, ""特征7"": true}",鱼变种467,3,general
4798,"{""属性475"": true, ""特征467"": true, ""特征8"": true}",鸟变种467,3,general
4799,"{""属性476"": true, ""特征467"": true, ""特征9"": true}",虫变种467,3,general
4800,"{""属性468"": true, ""特征0"": true, ""特征468"": true}",熊变种468,3,general
4801,"{""属性469"": true, ""特征1"": true, ""特征468"": true}",狼变种468,3,general
4802,"{""属性470"": true, ""特征2"": true, ""特征468"": true}",豹变种468,3,general
4803,"{""属性471"": true, ""特征3"": true, ""特征468"": true}",鹿变种468,3,general
4804,"{""属性472"": true, ""特征4"": true, ""特征468"": true}",象变种468,3,general
4805,"{""属性473"": true, ""特征468"": true, ""特征5"": true}",鹰变种468,3,general
4806,"{""属性474"": true, ""特征468"": true, ""特征6"": true}",蛇变种468,3,general
4807,"{""属性475"": true, ""特征468"": true, ""特征7"": true}",鱼变种468,3,general
4808,"{""属性476"": true, ""特征468"": true, ""特征8"": true}",鸟变种468,3,general
4809,"{""属性477"": true, ""特征468"": true, ""特征9"": true}",虫变种468,3,general
4810,"{""属性469"": true, ""特征0"": true, ""特征469"": true}",熊变种469,3,general
4811,"{""属性470"": true, ""特征1"": true, ""特征469"": true}",狼变种469,3,general
4812,"{""属性471"": true, ""特征2"": true, ""特征469"": true}",豹变种469,3,general
4813,"{""属性472"": true, ""特征3"": true, ""特征469"": true}",鹿变种469,3,general
4814,"{""属性473"": true, ""特征4"": true, ""特征469"": true}",象变种469,3,general
4815,"{""属性474"": true, ""特征469"": true, ""特征5"": true}",鹰变种469,3,general
4816,"{""属性475"": true, ""特征469"": true, ""特征6"": true}",蛇变种469,3,general
4817,"{""属性476"": true, ""特征469"": true, ""特征7"": true}",鱼变种469,3,general
4818,"{""属性477"": true, ""特征469"": true, ""特征8"": true}",鸟变种469,3,general
4819,"{""属性478"": true, ""特征469"": true, ""特征9"": true}",虫变种469,3,general
4820,"{""属性470"": true, ""特征0"": true, ""特征470"": true}",熊变种470,3,general
4821,"{""属性471"": true, ""特征1"": true, ""特征470"": true}",狼变种470,3,general
4822,"{""属性472"": true, ""特征2"": true, ""特征470"": true}",豹变种470,3,general
4823,"{""属性473"": true, ""特征3"": true, ""特征470"": true}",鹿变种470,3,general
4824,"{""属性474"": true, ""特征4"": true, ""特征470"": true}",象变种470,3,general
4825,"{""属性475"": true, ""特征470"": true, ""特征5"": true}",鹰变种470,3,general
4826,"{""属性476"": true, ""特征470"": true, ""特征6"": true}",蛇变种470,3,general
4827,"{""属性477"": true, ""特征470"": true, ""特征7"": true}",鱼变种470,3,general
4828,"{""属性478"": true, ""特征470"": true, ""特征8"": true}",鸟变种470,3,general
4829,"{""属性479"": true, ""特征470"": true, ""特征9"": true}",虫变种470,3,general
4830,"{""属性471"": true, ""特征0"": true, ""特征471"": true}",熊变种471,3,general
4831,"{""属性472"": true, ""特征1"": true, ""特征471"": true}",狼变种471,3,general
4832,"{""属性473"": true, ""特征2"": true, ""特征471"": true}",豹变种471,3,general
4833,"{""属性474"": true, ""特征3"": true, ""特征471"": true}",鹿变种471,3,general
4834,"{""属性475"": true, ""特征4"": true, ""特征471"": true}",象变种471,3,general
4835,"{""属性476"": true, ""特征471"": true, ""特征5"": true}",鹰变种471,3,general
4836,"{""属性477"": true, ""特征471"": true, ""特征6"": true}",蛇变种471,3,general
4837,"{""属性478"": true, ""特征471"": true, ""特征7"": true}",鱼变种471,3,general
4838,"{""属性479"": true, ""特征471"": true, ""特征8"": true}",鸟变种471,3,general
4839,"{""属性480"": true, ""特征471"": true, ""特征9"": true}",虫变种471,3,general
4840,"{""属性472"": true, ""特征0"": true, ""特征472"": true}",熊变种472,3,general
4841,"{""属性473"": true, ""特征1"": true, ""特征472"": true}",狼变种472,3,general
4842,"{""属性474"": true, ""特征2"": true, ""特征472"": true}",豹变种472,3,general
4843,"{""属性475"": true, ""特征3"": true, ""特征472"": true}",鹿变种472,3,general
4844,"{""属性476"": true, ""特征4"": true, ""特征472"": true}",象变种472,3,general
4845,"{""属性477"": true, ""特征472"": true, ""特征5"": true}",鹰变种472,3,general
4846,"{""属性478"": true, ""特征472"": true, ""特征6"": true}",蛇变种472,3,general
4847,"{""属性479"": true, ""特征472"": true, ""特征7"": true}",鱼变种472,3,general
4848,"{""属性480"": true, ""特征472"": true, ""特征8"": true}",鸟变种472,3,general
4849,"{""属性481"": true, ""特征472"": true, ""特征9"": true}",虫变种472,3,general
4850,"{""属性473"": true, ""特征0"": true, ""特征473"": true}",熊变种473,3,general
4851,"{""属性474"": true, ""特征1"": true, ""特征473"": true}",狼变种473,3,general
4852,"{""属性475"": true, ""特征2"": true, ""特征473"": true}",豹变种473,3,general
4853,"{""属性476"": true, ""特征3"": true, ""特征473"": true}",鹿变种473,3,general
4854,"{""属性477"": true, ""特征4"": true, ""特征473"": true}",象变种473,3,general
4855,"{""属性478"": true, ""特征473"": true, ""特征5"": true}",鹰变种473,3,general
4856,"{""属性479"": true, ""特征473"": true, ""特征6"": true}",蛇变种473,3,general
4857,"{""属性480"": true, ""特征473"": true, ""特征7"": true}",鱼变种473,3,general
